id,symbol,type,entryPrice,initialSize,currentSize,stopLoss,openTime,closeTime,closePrice,pnl,status,strategy
quant-1770034702879,XAUUSD,SELL,4769.325,0.03,0.03,4772,1770034702879,1770034730859,4771.35,-6.27672354300731,CLOSED,AI_AGENT
quant-1770035065934,XAUUSD,SELL,4785.645,0.01,0.006,4785.645,1770035065934,1770035522711,4785.76,3.1628255363487856,CLOSED,AI_AGENT
quant-1770035607925,XAUUSD,SELL,4782.375,0.01,0.01,4790.5,1770035607925,1770036201447,4789.775,-5.97990867579938,CLOSED,AI_AGENT
quant-1770035968828,XAUUSD,SELL,4779.285,0.01,0.01,4785.5,1770035968828,1770036082168,4785.469999999999,-5.168515521983409,CLOSED,AI_AGENT
quant-1770038134116,XAUUSD,SELL,4785.83,0.01,0.002,4756.9715750000005,1770038134116,1770038542263,4755.97,16.24387082670502,CLOSED,AI_AGENT
quant-1770039516927,XAUUSD,SELL,4691.995000000001,0.01,0.01,4698,1770039516927,1770039519322,4697.415,-4.682563218264213,CLOSED,AI_AGENT
quant-1770039817664,XAUUSD,SELL,4676.75,0.01,0.01,4682.5,1770039817664,1770039821930,4681.33,-4.2321843709383264,CLOSED,AI_AGENT
quant-1770040418799,XAUUSD,SELL,4716.96,0.01,0.006,4716.96,1770040418799,1770040810156,4716.405000000001,3.4513666139198094,CLOSED,AI_AGENT
quant-1770041201030,XAUUSD,SELL,4718.469999999999,0.01,0.01,4725,1770041201030,1770041231780,4724.625,-4.9732477358545335,CLOSED,AI_AGENT
quant-1770042107466,XAUUSD,SELL,4691.855,0.01,0.01,4700,1770042107466,1770042273860,4699.46,-6.1351943056013925,CLOSED,AI_AGENT
quant-1770042529186,XAUUSD,SELL,4726.145,0.01,0.006,4726.145,1770042529186,1770042660389,4725.68,3.413520834394214,CLOSED,AI_AGENT
quant-1770043431528,XAUUSD,SELL,4766.465,0.01,0.002,4759.9962,1770043431528,1770043583862,4759.58,12.805438985578315,CLOSED,AI_AGENT
quant-1770044213109,XAUUSD,SELL,4705.75,0.01,0.01,4712,1770044213109,1770044246888,4712.395,-5.684083468973783,CLOSED,AI_AGENT
quant-1770044694153,XAUUSD,SELL,4727.175,0.01,0.01,4735,1770044694153,1770044700745,4734.985000000001,-6.2427686404309055,CLOSED,AI_AGENT
quant-1770047940447,XAUUSD,SELL,4627.13,0.01,0.002,4621.0357,1770047940447,1770048184515,4620.39,12.53486897637272,CLOSED,AI_AGENT
quant-1770049745154,XAUUSD,SELL,4667.23,0.01,0.01,4675,1770049745154,1770049751831,4675.835,-6.768115145855585,CLOSED,AI_AGENT
quant-1770052521373,XAUUSD,SELL,4713.715,0.01,0.002,4680.8744,1770052521373,1770053585300,4680.79,16.582553686698972,CLOSED,AI_AGENT
quant-1770056489129,XAUUSD,SELL,4637.115,0.01,0.01,4645.5,1770056489129,1770056578406,4644.8150000000005,-6.139978325181027,CLOSED,AI_AGENT
quant-1770057487908,XAUUSD,SELL,4665.5599999999995,0.01,0.006,4665.5599999999995,1770057487908,1770057996527,4665,4.320081422550891,CLOSED,AI_AGENT
quant-1770058317751,XAUUSD,SELL,4658.875,0.01,0.006,4658.875,1770058317751,1770058706973,4658.45,3.740136983667783,CLOSED,AI_AGENT
quant-1770061368750,XAUUSD,BUY,4692.08,0.01,0.006,4692.08,1770061368750,1770062021012,4692.59,3.471741844898007,CLOSED,AI_AGENT
quant-1770061789934,XAUUSD,SELL,4703.965,0.01,0.01,4710,1770061789934,1770061801043,4710.63,-5.224178390865352,CLOSED,AI_AGENT
quant-1770065098957,XAUUSD,SELL,4682.705,0.01,0.006,4682.705,1770065098957,1770065701320,4682.389999999999,3.574569468895911,CLOSED,AI_AGENT
